	243005
Materiels	236787
Sainte-Cecile	177931
al-Atteyya	184295
Pedotti	152018
dispensing	43307
Krabbe	32754
dependents	25960
Ballin	106052
Hof	82398
Farafeni	123619
Hod	182517
Hoe	80253
lower-end	131901
Preterm	131506
Hoa	31970
Utada	137626
Hoo	98345
Hol	59277
Hom	145637
Hok	66466
Russia-EU	36428
How	5703
Hot	26491
Hou	33716
Hor	47430
superstate	49092
Hop	163038
Orton	103736
unhesitatingly	170046
incarcerating	127342
Ginny	48472
ITALIAN	109424
Walkouts	146091
1.6993	192745
Vecchionne	205301
Bro	170221
Sjursen	164375
locally-built	88677
Qadir	10547
Qadis	155470
Blackie	78893
graduate	14167
Maranello	69960
Rushd	147375
Qadim	153914
Fumie	65906
Muhyadin	171887
Szilveszter	128166
FRANCICO	242254
Alex	4114
Aley	119290
Saeco	45960
low-dollar	221934
Dejouany	143730
ASHKHABAD	55892
once-starving	206278
accosted	56788
dented	19889
Ales	63871
Alem	105570
Alen	25680
Aleo	47265
Alei	62826
Alek	124473
Alef	138956
Alea	137974
imminently	32241
Byoung-Tae	85428
noninflationary	169301
Callum	64138
Hafed	193996
Kirkby	143612
Complying	137751
gradient	102301
Daniil	178367
re-registered	154793
Callus	83728
Shanmugam	47465
offseason	58952
motocross	125461
discernible	45592
Makarfi	147659
Cuvette	211938
warm-weather	113312
Unable	35198
Faya-Largeau	179103
Sritharan	240324
Bosnia-vote-Krajisnik	165171
145.30	162946
Kusumaatmaja	125526
Bsendiyaneh	241115
7,470	183968
al-Khali	122787
Pozner	231471
Biazon	74887
Aravantinos	122202
Rothermel	95978
prophets	44369
damming	91100
stipendiary	130996
bilked	106757
ISMM	102974
Yabrud	113907
NCAR	56564
NCAS	192807
Yugo-Bosnia-refugees	59473
813,000	231503
Cossiga	46508
51.29	153450
PACs	177117
Buffetaut	233403
Lehane	105518
it-it	145157
112.20	105573
swallows	61531
Dante	34218
Milinda	83667
it-in	220791
staion	181730
seedbed	185173
629-9	194471
PACT	32189
TRIBUNAL	232740
5-376	194071
enmities	117891
PACS	128717
ageing	9811
Sung-Kyu	228183
seven-man	47588
no-intrusion	240847
PACE	66244
fast-greying	235885
prying	47321
Rainwater	160072
SKorea-banking	165870
PACK	198614
DLC	81882
Gujral	8497
Kaisermetz	212646
UN-set	100818
Jhala	144011
Kaibara	223246
Bangladesh-blast	79768
Coultard	204132
Zametalin	144948
Lyachin	166537
carriages	16431
standpipes	124669
Ostuni	146646
Bosnia-Serbs-army	147157
re-married	148331
anti-bomb	160200
CPR	113370
CPS	61267
McNamee	37654
lendings	122188
imperceptible	174219
Tattersall	211551
Oyegin	128193
Bendigo	125447
CPV	154614
undecided	9223
Ducaru	189764
384.65	184222
199.00	182413
RUGBY	10860
Masaaki	38732
Reproductive	73759
nts	239997
Daehan	102768
hammer-and-sickle	126965
twisters	128430
mini-United	176748
immeditately	226859
Nekoba	215043
buzzing	35876
Kometani	147415
Granjon	217492
96.71	188107
245	15451
96.72	168630
96.75	71081
Mirela	158650
Kamaruddin	157885
.692	143849
96.79	143395
96.78	161462
Spreading	111489
re-invent	120544
DNUM	66416
defectors	9335
DLP	17942
pay-roll	183036
602,000	109460
much-maligned	61969
Gaddafi	44395
armholes	220775
Spanish-Moroccan	123628
integrator	94669
enactment	32085
instant-asylum	125456
more-than	132329
trouble-shooters	159963
Fusen	212818
182.1	181670
Fuser	58333
182.4	157091
182.5	112299
Baku-Novorossiysk	163425
S-Broker	239144
182.8	112595
Tekle	189556
0.9886-90	179431
Chia-yen	174712
round-Australia	212349
select	7247
Bangalore-based	149238
Russias	87216
0'Grady	204158
475,000	66765
811.5	197607
Henricks	118659
Russian	177
811.8	193969
GRA	223914
teen	18995
cyclicals	73098
Higashinada	223217
teed	37734
psycho-social	205128
SAsia-Pakistan-arrest	213134
Kodak	11510
Lang	12936
high-ground	126975
pursuers	36213
Alsir	205180
Takeshi	25511
Mackall	217178
Gelli	168634
talk-radio	225616
Bharati	90859
ZANZIBAR	145880
Ujiie	128028
CPs	145511
Kapp	100885
Greenfield	56600
urbanites	92795
Maharshtra	228231
malt	68066
Watunda	156217
8.075	171692
14-29	210041
Hidehiko	48393
mall	11512
14-28	184284
burgled	64723
Railleuse	174003
contiguity	230734
Mustang	94029
male	5395
Igushetia	184548
Debevoise	169746
semicondutor	152758
Afghan-disarmament	194841
price-adjusted	85933
CLOB	172422
M'Mukindia	146656
Gella	99513
Kangura	171387
Prodipal	223036
Kingking	158371
strokemakers	175618
elbowed	43330
Boxall	40679
shirt-sleeves	235479
nth	199683
Masharqa	174967
relationship-building	191508
Hereafter	196518
Sandrine	21616
Squash-Squ	156853
Kalkhul	213827
Lassa	123472
Preliminarily	234006
Fading	163543
23mm	120437
0.8346	221388
0.8345	160027
freshly	33824
218.75	172872
reattachment	173110
hand-ball	130858
beginnning	106624
Setati	212079
shotmaking	223910
Sydneys	240283
Ersilio	221269
Dasmunshi	97935
soundtrack	34645
Novolipetsk	192764
Accelerated	229871
conveniences	109544
VDMA	116505
Abdel-Latif	101484
transparant	148407
Grammy-winning	151131
Churchill	17218
Panahaiki	39241
D'Souza	35066
Trigwell	158995
rowdy	25251
Chryssohoidis	155984
broadcasting	6207
Couzens	225160
Signs	24637
centuries-long	110628
mascarade	151911
Vice-premier	83891
patio	62778
euro-creep	238802
ito	135256
traceability	133559
Lana	72559
ith	95202
now-famous	106502
12million	233841
ite	235519
Zardat	235653
Vukaj	100386
Samoobrona	73203
Githongo	214677
ity	166568
Spitzberg	201551
Zardad	114893
its	46
Napster	28967
Nampula	50374
Tiyapairat	98112
Aldamov	140603
Cambodia-KRouge-amnesty	210346
Hitesh	99031
blurring	87357
GRI	132586
Restano	78059
9-4-18-0	209345
Iparretarrak	110384
inter-war	126779
wire-lined	177602
Hapag-Lloyd	184706
7-332	177820
Kimball	66601
paraplegic	73754
CLARION	122253
armor-plated	110919
ex.	235048
dockworker	237764
ever-more	129413
headwind	83416
anti-sporting	207456
Iniguez	69446
designation	19144
Zamani	93685
Tahoeraa	154827
5-32	85445
Oedum	208236
loosely	27635
eloquence	100916
ATTACK	48997
Rizzetto	116008
hermit	56862
lantern	101086
Zona	101283
Setdco	232460
Zong	101303
65.66	227456
Zone	9621
Bernat-Salles	89611
Sofronio	152554
contiguous	77801
Kraar	145901
anti-secular	73836
disfunction	177570
Sweden-vote	159329
Balma	220231
Kraai	122034
Rusike	89766
Zony	138454
6,725	224343
Hoard	221516
Israel-attack	108472
Hughett	176545
Allianz	15778
Sukerman	225043
Altaki	178127
Mideast-unrest-buffer	213917
9lb	97018
two-judge	70951
Misato	234191
indexation	112912
Yugoslav	2193
Uachtarain	218008
Chomsky	76262
Talgua	152009
star-rated	195860
2.045	182711
stock-specific	193732
Chanu	147377
2.048	141083
Pikko	211590
Osirak	113282
Chano	113630
traffickers	6920
Chanh	114909
murmur	98749
Chand	16743
Chang	3622
MAHARASHTRA	223787
Chana	90944
Ukrainska	238294
disadvantaged	22189
Montermini	51101
50kg	121465
Ukrainski	105846
Tamagotches	237064
Heffernan	78388
Tominaga	83389
game-and	172130
diaspora	23101
Zortman	119322
anecdote	120225
Ukrainsky	166970
meanwile	120833
Kouchner	35005
Kakadu	101504
6.08	57221
6.09	56815
major	301
Aizlewood	151410
Paer	122321
Fleche-Wallonne	203156
6.00	30799
6.01	77500
Srur	115064
6.03	59644
6.04	48937
shoe-making	137339
6.06	46118
6.07	62753
Takaishi	146034
Oil-producing	137478
Wlosowicz	62395
Srun	52877
ex-Tory	235187
drift-nets	158499
PDAs	111144
differ	17105
Eti	73600
KOREAS	138387
2,379	233304
Sunny	53908
campain	103475
Eto	21746
2.2255	187425
Adjuri	79755
4.8450	171724
zealot	89777
Sunna	169969
non-essential	16097
Ansumane	152241
26-1/8	220090
syllables	143045
molecular	40945
counter-guarantee	137491
Al-Hawadess	228309
Ajmal	50629
Ajman	67372
SACADA	146623
army-owned	103276
secretariat	8772
Wisoff	170109
Rival	13472
Rivai	66382
ryals	175564
Isatu	206723
Hafizovic	241317
Bondholders	145325
Mintarjo	231803
subsector	190518
Rivas	36005
dogma	36464
124.85	165325
Xioaping	121496
124.86	140003
124.81	195270
124.80	164916
secretarial	73738
124.82	177241
Port-au-Prince	11116
frock	110727
Clichy-sous-Bois	226717
Khumlong	155941
Catskill	197716
vocal	10432
wali	204227
Buday	157719
Clocotici	237287
abysmally	112521
TRIM	232046
classing	187580
Benin-vote	95717
Dalmine	189398
slitting	51277
over-exposure	200001
Fadiga	37376
HAVAT	140925
Iran-Russia	144508
Supachai	27212
two-stage	29284
Abzug	110887
10,010	217608
Olayinka	196773
PICTURE	21632
Bikindi	166009
Baggio	8104
sect-linked	220541
Ustashis	225882
Jiyuan	169958
fornication	84308
interconnection	55510
front-rank	229986
Ilich	90866
Prefontaine	84868
brace	13738
wind-borne	180298
Togoimi	60647
Detiege	137379
four-bedroom	117648
blackboard	83083
Ludek	76948
under-cover	226083
ICAO	28047
ICAK	188213
Nathalie	14349
ICAC	26038
oyster	74656
IPCC	67964
Google	65693
FROM	116269
Hanai	145420
Aparicio	59585
Wantono	195086
mih94	197990
FROG	157247
Dronka	28598
former-government	149721
Duly	149617
64pen	89243
non-biological	234400
cafeine	217268
undertakers	65230
fashions	65480
mid-journey	173644
match-rigging	28493
sarcophagi	104268
gospels	169290
non-defence	153105
25-29	83222
Pramualcharoenkij	127449
25-27	33423
25-26	35608
25-25	162497
25-24	120961
25-23	51269
25-22	67494
Demaria	121027
defended	3557
decentralizing	168149
Palestino	68494
SAFECO	198815
Palestine	3117
defender	2985
dockets	95200
Wantong	235769
togther	101793
Gye	91857
Tinian	187013
Hezbolla	197765
Gym	103973
Prove	145419
Rusdi	196385
Gyi	97049
Bayoumi	130956
sacrilege	46315
general-turned	126499
DAAD	132439
Alas	46054
Christiane	28148
480.75	238144
4,710	171234
Konkombas	70114
UN-drugs	237424
Celebrate	187208
4,716	188534
giants	5535
boarding	11923
Close-up	155497
Yillah	164217
Alpbach	169403
Flames	37431
Flamer	168212
Husin	101501
Luperini	174288
Amawi	207230
Hambourg	186425
brown-haired	122013
Fergana	157447
Fergani	138602
2.873	221567
4Cast	93861
2.875	144495
Puget	93003
lavish	15809
debt-equity	103813
dredge	81517
sthe	148853
misperceptions	97736
Lukowiac	190574
Angan	214187
surrendering	15752
Wigan	8870
Korea-family	128819
198.75	191970
Beauduffe	203506
half-year-old	62070
Acari	183985
manger	67718
Tkatchenko	139493
Enna	205242
DEATH	91990
Maligalig	224901
Djate	188273
blood-thinning	151811
Renault-Volvo	218795
Glaser	89248
Xieng	136300
preparation	4931
Gun-Hwan	242108
Cuche	40673
Kailembo	143737
Fuhrer	138381
Guanabara	181447
all-share	102124
rejecting	6861
Behaviour	117896
L.V.	236621
Suixin	238552
six-billion	110292
Hatso	227848
Altanta	188395
acutely	38679
Merel	69348
blowouts	197834
Merei	228209
wing-backs	232061
Dunford	124689
brewing	14381
Mereb	166172
loose-fitting	125988
ethnic-Korean	127266
19,800	74820
Nzelo	175657
Hossain	14725
foodgrains	60554
Aquatic	70103
Yugo-Bosnia-meet	227673
rupee-dollar	138986
Fitch	23568
freesheet	140595
identifications	90397
171,000	109761
BTAN	169858
Ransome	75160
1730GMT	169643
Kaspar	51864
platoon-sized	231866
Supercup	116646
load	10369
loaf	44286
slugline	88708
majesty	35812
Teddy	16609
loal	231918
LIST	218943
loan	2185
northeastern	3570
Vendee	32086
0.8066	229096
Wavell	44328
126.65-67	165893
WARRI	213707
Schauble	202679
indefinite	7740
frustated	172623
NICHD	193131
Ivanoff	184802
Frankel-Pollak	191817
Students	9158
Undersheriff	203309
Stumpfe	91714
ex-San	143549
6,875	150010
Brazil-violence	136816
anti-globalisation	22498
Llagostera	91915
QwestDex	179632
Hamdullah	235464
hojatoleslam	224786
Billiards	75714
CARTER	117847
Universe	25052
0.8064	229940
Shards	126873
Tjiwi	138236
Mail	9944
Leiweke	154506
constitutionally-stipulated	166664
biodiversity	31397
Steinberg	29320
Bogie	141498
Al-Barakaat	140345
Tiwintza	70344
Andronik	150399
Sharda	73040
Sitab	179848
Jarjiss	161902
Interhamwe	109075
census-takers	105575
11th-seeded	68566
siltation	118584
Coly	48422
avalanches	24143
Colt	69243
Carrots	208907
Sital	133382
Sitar	200538
Colo	30389
Coll	104597
Colm	74787
evaluating	19359
Coli	91368
post-Dayton	229999
Cold	4414
Cole	7804
robin	21461
All-Black	162438
Cola	20840
ISCOR	196727
sizeable	12368
I-mode	178685
arching	151163
Keysaney	230067
Holds	99797
Itcho	153311
Agutu	142661
beer-based	110461
E-mail	71539
Frere	120513
SWISS	91066
Aguta	102652
Diabang	242489
memebrs	124978
KARATE	134141
Yamashita	39213
chase	7339
renounced	14820
Dimming	236730
expropriations	50613
Pallanwalla	166136
centralisation	66825
cross-examinations	145777
Emmaus	117863
Favoriten	195314
severest	41716
French-and	81096
results-oriented	106017
Favorites	146358
renounces	44624
four-kilometer	55795
roughly-hewn	218380
Asare	163327
displeased	33780
Turkey-politics-economy	214976
Mikellides	188714
Naameh	70028
Dmitriyeva	177012
Jamasali	133130
Serb-UN	142975
henchmen	44290
postponment	64422
displeases	163022
Makudi	155849
Sutan	120690
Bronkhorstspruit	118883
Phillipine	136508
Starvation	87852
64.44	173087
64.46	218921
64.40	170783
64.42	183793
Vermant	107001
64.48	223222
42,300	228889
liaison	6596
686,000	218203
leone	106762
Roanoke	151614
first-ball	75684
Shelton	25141
Sendirian	183750
Xinxiong	168595
Rosell	234071
Roseli	209809
clay-court	24341
Deib	204189
Deia	197852
Deif	53969
1.788	159328
CITY-Israeli	238566
1.785	184674
1.787	177357
RDOT	100324
Dein	57892
Opens	21220
1.782	234866
outstrips	58791
Expert-level	126141
knighthood	42466
Al-Shifa	95537
lucretive	226828
92-81	180779
immigrating	67633
92-87	217114
264,250	111657
incertainty	222107
Blechinger	198320
Kojiro	229825
crying	12271
Dundalk	72807
289.6	188667
701.2	224436
out-and-out	50767
reverted	24419
701.7	224741
Sivigny	234085
American-Swiss	229097
118.59	177221
Tsutsumi	28873
118.55	193525
118.56	213246
118.50	77009
Shawmut	97145
Al-Arqam	29035
Atlantico	144139
Avionics	99634
barricading	58716
Komsomolets	32114
Armfield	143739
imposed	1422
shattered	5839
Salvoes	168346
-38	217041
Gudino	58481
-30	175856
9.25	34804
Montarisi	142596
imposes	13638
sahibs	226227
Bunbei	181185
1322	220847
pertaining	27084
1320	77841
1321	159748
Fraserburgh	207206
1327	234436
1324	129118
1325	106467
pre-feasibility	149979
JDD	79582
1328	199259
1329	144537
annoints	236534
JDB	221009
Penske	26169
Iraq-Kurds-KDP	235122
Tragic	138412
JDW	186378
oddly	63344
132.	117050
JDS	108465
Jendrezejczyk	162783
Kalashinkov	157092
Ronossio	133844
crediblity	155515
Kreuger	169097
disputable	124896
Parnevik	18192
Shuler	87420
ethnics	141442
Hindenburg	171494
apppointment	130194
FUNCINPEC-led	211382
priveleges	131093
Saint-Truiden	208805
93.70	126871
TransCo	79621
93.75	99401
0.5-1.0	135499
Poulter	55173
Tutsi-majority	183361
Wafer	109008
idealistic	90365
NYear	236666
Benton	87968
Maddux	28168
techical	97002
directeur	135414
Rednet.com	238786
counter-order	224430
leg-before	22671
multi-phased	169970
CHEP	145632
Kanyanta	167003
Florenzie	76210
Al-Shannaq	215056
civil-rights	165189
Russian-armed	222026
fouls	28338
Europol	20779
1,055.07	192704
Hanjipora	213308
biennial	27814
1.2445	113704
Japan-yen	135371
Journalist	33437
palm-sized	143805
80.7	87108
6,250	52945
80.5	69063
80.2	72329
80.3	62193
80.0	84880
80.1	80185
Tranquility	181502
80.8	88604
80.9	107465
aha	232260
deduct	56388
Exposition	65211
3,656	125439
3,655	188159
antenatal	206452
Selects	105499
3,651	189822
3,650	73867
117.33	178662
Romboud	231142
Argaman	173849
Zarya	156289
army-escorted	216274
Eanes	146167
Biliki	236702
lithe	114186
Remsperger	140521
Avogadro	233049
Britain-Argentina	188715
117.30	141446
Merpati	40202
late-morning	79468
first-wicket	87456
Al-Gumhuriya	71646
Disabilities	125765
17,300	113176
3.875	165115
al-Zayyat	135388
Dongfang	51435
Baatar	191857
Denfert-Rochereau	221951
Dixie	110698
PLAGNE	174033
Yeats	94705
INFAS	167610
Kasrapradit	139722
1.3715	88808
Katyusha	9481
Dixit	47755
1.3710	186372
Virville	147359
Nezavisnost	62978
1,186	120306
0.8262	203255
Masegabio	181371
oddity	94350
raging	8418
out-of-hours	105070
surpassing	18691
LWT	157398
earthworks	205492
pre-programmed	130480
Rolfe	185017
LWF	106586
Rufi	190802
0.6234	152303
Zavadsky	115213
jcp	98418
Britain-Sothebys	192584
Rufo	125247
0.6232	161914
Friedrich-Wilhelm	236767
US-Powell	138838
0.6238	177813
reimbursed	30978
Ruff	129131
stepchild	127317
preempt	35855
parakeet	235817
jcb	117555
jcc	198928
reimburses	94789
Franceso	142381
hustling	73389
Hongli	215520
tedium	149441
potion	57641
Tanatshai	211250
Italy-Fiat-auto	140992
Gosport	175367
lashing	20351
bussing	126774
treatable	59117
Umaniets	196957
critcising	227656
Losers	33502
CEDRE	124229
sticklers	175050
66og	229246
68-5/8	172724
Liberia-refugees	190608
DEVELOPMENT	129305
thematic	101569
mindlessly	170651
Shiao	206311
renounce	10419
28,300	185473
Mi-Ra	92427
Dillard	61405
Hunziker	27238
SEIPI	242422
Shias	110271
Piercamillo	151265
Sucre	84840
Daeniken	168342
FIBIFF	215713
Lonnie	103763
93,500	136100
Surayud	119629
Jianguo	145306
Venezuela-Chavez	86751
Ecumenical	88589
twin-cylinder	208888
Lonnis	111978
Chamsil	153547
Califano	41288
lambasting	50784
centers	7266
Hehenkamp	236205
trampling	39164
Tipper	48875
Japanese-owned	60138
Guoxing	196410
US-Asia-Powell	179446
Dakar-based	146298
Kalamata	40663
Pyuthan	233877
debunking	171404
sows	66763
hryvnia	86651
Pantelis	107099
Tipped	92017
Gaullist	10695
subcontracting	64062
Australia-born	148709
VaxGen	166528
one-woman	189656
Mortimer-Lee	230462
Algierian	171727
Chichibu	186523
groundnuts	135455
Slavneft	26882
Misiani	218397
Judono	130296
short-haired	186261
16km	115897
Elmuzayev	182752
uncompetitive	37692
central-city	159904
pullback	10374
63-73	227975
63-70	170019
Nishiura	97941
wheatfield	183006
Stoyanov	14448
pro-democracy	3852
Macha	108242
Joensson	149198
encloses	222917
al-Hosn	159806
62.28	117666
debt-burdened	91248
Koubek	31937
62.25	67908
62.24	234179
overshadows	38439
Fatos	44401
enclosed	36710
Bushfires	68649
Keraniganj	193534
Contractual	191682
pajamas	132122
university-educated	113819
Pales	234273
21,950	219710
notaries	118299
apparatus	12883
illegally-held	125049
Pelletreau	14376
Yugo-tribunal	138200
l2O	225437
Sugandhi	185348
Pakistan-arrests	159714
Skomer	89938
chickpeas	205777
338.	219991
Goldschmidt	137232
Beachill	91946
Lyanne	157637
Standoffs	196409
Lakis	125485
2,749	185913
268.5	148357
Soubestre	118545
Jan-Erik	149281
68-69-66	186333
2,740	137155
Veriato	185324
2,742	160720
2,743	171147
2,744	216846
Jan-Eric	112157
2,746	183673
268.8	234770
Bordj	68079
ahd	120081
Mugello	58744
Carcassonne	56238
Borde	111952
72-69-66	169803
Silberstein	122442
72-69-65	181556
Bandala	166077
involved	793
Cap-Martin	196608
downheartened	131225
72-69-68	92554
72-69-69	102288
Ciga	219935
splash-down	183495
time-delay	174799
Hennemann	132622
Ngoma	75824
Jankrajangwong	242182
involves	7165
Misan	242838
consciousness-raising	175360
resulution	200620
Azzuri	115983
royale	97581
eight-cylinder	218097
counsels	50644
Jean-Jacques	19741
6-394	177561
6-396	161129
well-aware	186543
tools	8907
Ki-Nam	199393
technologically-advanced	217669
KAYHAN	46208
China-inflation	200814
Byung-Kook	191888
Sapin	101993
illegal	987
WILFP	227916
Ankoro	167209
Sapir	162753
capriciously	152752
afforded	29198
Young-Ah	84289
Interahamwe	18604
Gurdev	151483
Cermeno	140017
8-3/4x5	157155
Bundestag	11754
Licking	212113
finery	110591
carrying	1088
paralleled	75524
Aigle	221708
Halfback	124534
Kuwait-Bangladesh	215090
water-down	176701
balls	3415
Triana	129366
LOST	13569
pout	207169
athlete	8697
Triano	174591
pour	12465
Kakazu	97806
Paey	92281
stategy	86068
Nephew	84294
Vanhoose	210173
intimidations	152112
Brecqhou	208060
eagle-three	139761
hostal	159103
woodlands	113149
Babalola	176564
Ricans	41005
signers	104718
ex-militiamen	217254
Dodson	71639
MIRIA	237966
tiler	198011
poorly-trained	94195
Excluded	109353
Huaneng	78803
Graveney	26839
Erected	163417
Seok-kyo	126293
Mouscron	32413
